Infection,a0009,a1019,a2029,a3039,a4049,a5059,a6069,a7079,a8089,a90,cases
2021/2/2,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/3,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/4,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/5,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/6,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/7,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/8,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/9,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/10,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/11,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/12,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/13,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/14,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/15,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/16,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/17,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,92.61135017,926.1135017
2021/2/18,96.70234025,96.70234025,96.70234025,96.70234025,96.70234025,96.70234025,96.70234025,96.70234025,96.70234025,96.70234025,967.0234025
2021/2/19,98.05532162,98.05532162,98.05532162,98.05532162,98.05532162,98.05532162,98.05532162,98.05532162,98.05532162,98.05532162,980.5532162
2021/2/20,92.5664858,92.5664858,92.5664858,92.5664858,92.5664858,92.5664858,92.5664858,92.5664858,92.5664858,92.5664858,925.664858
2021/2/21,89.81565869,89.81565869,89.81565869,89.81565869,89.81565869,89.81565869,89.81565869,89.81565869,89.81565869,89.81565869,898.1565869
2021/2/22,88.43191318,88.43191318,88.43191318,88.43191318,88.43191318,88.43191318,88.43191318,88.43191318,88.43191318,88.43191318,884.3191318
2021/2/23,89.78489455,89.78489455,89.78489455,89.78489455,89.78489455,89.78489455,89.78489455,89.78489455,89.78489455,89.78489455,897.8489455
2021/2/24,96.61389334,96.61389334,96.61389334,96.61389334,96.61389334,96.61389334,96.61389334,96.61389334,96.61389334,96.61389334,966.1389334
2021/2/25,102.071965,102.071965,102.071965,102.071965,102.071965,102.071965,102.071965,102.071965,102.071965,102.071965,1020.71965
2021/2/26,106.1616733,106.1616733,106.1616733,106.1616733,106.1616733,106.1616733,106.1616733,106.1616733,106.1616733,106.1616733,1061.616733
2021/2/27,99.30575584,99.30575584,99.30575584,99.30575584,99.30575584,99.30575584,99.30575584,99.30575584,99.30575584,99.30575584,993.0575584
2021/2/28,96.5536469,96.5536469,96.5536469,96.5536469,96.5536469,96.5536469,96.5536469,96.5536469,96.5536469,96.5536469,965.536469
2021/3/1,95.16990139,95.16990139,95.16990139,95.16990139,95.16990139,95.16990139,95.16990139,95.16990139,95.16990139,95.16990139,951.6990139
2021/3/2,101.9976183,101.9976183,101.9976183,101.9976183,101.9976183,101.9976183,101.9976183,101.9976183,101.9976183,101.9976183,1019.976183
2021/3/3,110.1936987,110.1936987,110.1936987,110.1936987,110.1936987,110.1936987,110.1936987,110.1936987,110.1936987,110.1936987,1101.936987
2021/3/4,117.0201338,117.0201338,117.0201338,117.0201338,117.0201338,117.0201338,117.0201338,117.0201338,117.0201338,117.0201338,1170.201338
2021/3/5,119.7421196,119.7421196,119.7421196,119.7421196,119.7421196,119.7421196,119.7421196,119.7421196,119.7421196,119.7421196,1197.421196
2021/3/6,116.9906515,116.9906515,116.9906515,116.9906515,116.9906515,116.9906515,116.9906515,116.9906515,116.9906515,116.9906515,1169.906515
2021/3/7,107.3967254,107.3967254,107.3967254,107.3967254,107.3967254,107.3967254,107.3967254,107.3967254,107.3967254,107.3967254,1073.967254
2021/3/8,106.0129799,106.0129799,106.0129799,106.0129799,106.0129799,106.0129799,106.0129799,106.0129799,106.0129799,106.0129799,1060.129799
2021/3/9,110.10397,110.10397,110.10397,110.10397,110.10397,110.10397,110.10397,110.10397,110.10397,110.10397,1101.0397
2021/3/10,121.0367773,121.0367773,121.0367773,121.0367773,121.0367773,121.0367773,121.0367773,121.0367773,121.0367773,121.0367773,1210.367773
2021/3/11,133.3366661,133.3366661,133.3366661,133.3366661,133.3366661,133.3366661,133.3366661,133.3366661,133.3366661,133.3366661,1333.366661
2021/3/12,137.4263744,137.4263744,137.4263744,137.4263744,137.4263744,137.4263744,137.4263744,137.4263744,137.4263744,137.4263744,1374.263744
2021/3/13,136.0439107,136.0439107,136.0439107,136.0439107,136.0439107,136.0439107,136.0439107,136.0439107,136.0439107,136.0439107,1360.439107
2021/3/14,130.5550749,130.5550749,130.5550749,130.5550749,130.5550749,130.5550749,130.5550749,130.5550749,130.5550749,130.5550749,1305.550749
2021/3/15,134.6447831,134.6447831,134.6447831,134.6447831,134.6447831,134.6447831,134.6447831,134.6447831,134.6447831,134.6447831,1346.447831
2021/3/16,151.0510441,151.0510441,151.0510441,151.0510441,151.0510441,151.0510441,151.0510441,151.0510441,151.0510441,151.0510441,1510.510441
2021/3/17,167.4573051,167.4573051,167.4573051,167.4573051,167.4573051,167.4573051,167.4573051,167.4573051,167.4573051,167.4573051,1674.573051
2021/3/18,185.2306478,185.2306478,185.2306478,185.2306478,185.2306478,185.2306478,185.2306478,185.2306478,185.2306478,185.2306478,1852.306478
2021/3/19,192.0583647,192.0583647,192.0583647,192.0583647,192.0583647,192.0583647,192.0583647,192.0583647,192.0583647,192.0583647,1920.583647
2021/3/20,192.0429826,192.0429826,192.0429826,192.0429826,192.0429826,192.0429826,192.0429826,192.0429826,192.0429826,192.0429826,1920.429826
2021/3/21,190.659878,190.659878,190.659878,190.659878,190.659878,190.659878,190.659878,190.659878,190.659878,190.659878,1906.59878
2021/3/22,198.8540357,198.8540357,198.8540357,198.8540357,198.8540357,198.8540357,198.8540357,198.8540357,198.8540357,198.8540357,1988.540357
2021/3/23,217.9970236,217.9970236,217.9970236,217.9970236,217.9970236,217.9970236,217.9970236,217.9970236,217.9970236,217.9970236,2179.970236
2021/3/24,242.6134652,242.6134652,242.6134652,242.6134652,242.6134652,242.6134652,242.6134652,242.6134652,242.6134652,242.6134652,2426.134652
2021/3/25,264.4925391,264.4925391,264.4925391,264.4925391,264.4925391,264.4925391,264.4925391,264.4925391,264.4925391,264.4925391,2644.925391
2021/3/26,274.7398828,274.7398828,274.7398828,274.7398828,274.7398828,274.7398828,274.7398828,274.7398828,274.7398828,274.7398828,2747.398828
2021/3/27,269.2516879,269.2516879,269.2516879,269.2516879,269.2516879,269.2516879,269.2516879,269.2516879,269.2516879,269.2516879,2692.516879
2021/3/28,258.97358,258.97358,258.97358,258.97358,258.97358,258.97358,258.97358,258.97358,258.97358,258.97358,2589.7358
2021/3/29,261.6949248,261.6949248,261.6949248,261.6949248,261.6949248,261.6949248,261.6949248,261.6949248,261.6949248,261.6949248,2616.949248
2021/3/30,275.364459,275.364459,275.364459,275.364459,275.364459,275.364459,275.364459,275.364459,275.364459,275.364459,2753.64459
2021/3/31,295.8751694,295.8751694,295.8751694,295.8751694,295.8751694,295.8751694,295.8751694,295.8751694,295.8751694,295.8751694,2958.751694
2021/4/1,315.0175163,315.0175163,315.0175163,315.0175163,315.0175163,315.0175163,315.0175163,315.0175163,315.0175163,315.0175163,3150.175163
2021/4/2,323.2129558,323.2129558,323.2129558,323.2129558,323.2129558,323.2129558,323.2129558,323.2129558,323.2129558,323.2129558,3232.129558
2021/4/3,313.6196706,313.6196706,313.6196706,313.6196706,313.6196706,313.6196706,313.6196706,313.6196706,313.6196706,313.6196706,3136.196706
2021/4/4,306.7624713,306.7624713,306.7624713,306.7624713,306.7624713,306.7624713,306.7624713,306.7624713,306.7624713,306.7624713,3067.624713
2021/4/5,317.6952786,317.6952786,317.6952786,317.6952786,317.6952786,317.6952786,317.6952786,317.6952786,317.6952786,317.6952786,3176.952786
2021/4/6,349.8364373,349.8364373,349.8364373,349.8364373,349.8364373,349.8364373,349.8364373,349.8364373,349.8364373,349.8364373,3498.364373
2021/4/7,391.5574219,391.5574219,391.5574219,391.5574219,391.5574219,391.5574219,391.5574219,391.5574219,391.5574219,391.5574219,3915.574219
2021/4/8,433.2771247,433.2771247,433.2771247,433.2771247,433.2771247,433.2771247,433.2771247,433.2771247,433.2771247,433.2771247,4332.771247
2021/4/9,454.4713759,454.4713759,454.4713759,454.4713759,454.4713759,454.4713759,454.4713759,454.4713759,454.4713759,454.4713759,4544.713759
2021/4/10,450.3521853,450.3521853,450.3521853,450.3521853,450.3521853,450.3521853,450.3521853,450.3521853,450.3521853,450.3521853,4503.521853
2021/4/11,431.1797151,431.1797151,431.1797151,431.1797151,431.1797151,431.1797151,431.1797151,431.1797151,431.1797151,431.1797151,4311.797151
2021/4/12,417.4819805,417.4819805,417.4819805,417.4819805,417.4819805,417.4819805,417.4819805,417.4819805,417.4819805,417.4819805,4174.819805
2021/4/13,431.1502328,431.1502328,431.1502328,431.1502328,431.1502328,431.1502328,431.1502328,431.1502328,431.1502328,431.1502328,4311.502328
2021/4/14,457.8198606,457.8198606,457.8198606,457.8198606,457.8198606,457.8198606,457.8198606,457.8198606,457.8198606,457.8198606,4578.198606
2021/4/15,484.4875655,484.4875655,484.4875655,484.4875655,484.4875655,484.4875655,484.4875655,484.4875655,484.4875655,484.4875655,4844.875655
2021/4/16,494.7355501,494.7355501,494.7355501,494.7355501,494.7355501,494.7355501,494.7355501,494.7355501,494.7355501,494.7355501,4947.355501
2021/4/17,478.9852704,478.9852704,478.9852704,478.9852704,478.9852704,478.9852704,478.9852704,478.9852704,478.9852704,478.9852704,4789.852704
2021/4/18,451.6013377,451.6013377,451.6013377,451.6013377,451.6013377,451.6013377,451.6013377,451.6013377,451.6013377,451.6013377,4516.013377
2021/4/19,439.9561483,439.9561483,439.9561483,439.9561483,439.9561483,439.9561483,439.9561483,439.9561483,439.9561483,439.9561483,4399.561483
2021/4/20,448.8364104,448.8364104,448.8364104,448.8364104,448.8364104,448.8364104,448.8364104,448.8364104,448.8364104,448.8364104,4488.364104
2021/4/21,471.399666,471.399666,471.399666,471.399666,471.399666,471.399666,471.399666,471.399666,471.399666,471.399666,4713.99666
2021/4/22,492.5932762,492.5932762,492.5932762,492.5932762,492.5932762,492.5932762,492.5932762,492.5932762,492.5932762,492.5932762,4925.932762
2021/4/23,498.7368115,498.7368115,498.7368115,498.7368115,498.7368115,498.7368115,498.7368115,498.7368115,498.7368115,498.7368115,4987.368115
2021/4/24,482.9852499,482.9852499,482.9852499,482.9852499,482.9852499,482.9852499,482.9852499,482.9852499,482.9852499,482.9852499,4829.852499
2021/4/25,459.7089712,459.7089712,459.7089712,459.7089712,459.7089712,459.7089712,459.7089712,459.7089712,459.7089712,459.7089712,4597.089712
2021/4/26,444.6415913,444.6415913,444.6415913,444.6415913,444.6415913,444.6415913,444.6415913,444.6415913,444.6415913,444.6415913,4446.415913
2021/4/27,444.6262093,444.6262093,444.6262093,444.6262093,444.6262093,444.6262093,444.6262093,444.6262093,444.6262093,444.6262093,4446.262093
2021/4/28,462.4021155,462.4021155,462.4021155,462.4021155,462.4021155,462.4021155,462.4021155,462.4021155,462.4021155,462.4021155,4624.021155
2021/4/29,497.9635419,497.9635419,497.9635419,497.9635419,497.9635419,497.9635419,497.9635419,497.9635419,497.9635419,497.9635419,4979.635419
2021/4/30,548.578248,548.578248,548.578248,548.578248,548.578248,548.578248,548.578248,548.578248,548.578248,548.578248,5485.78248
2021/5/1,599.1935949,599.1935949,599.1935949,599.1935949,599.1935949,599.1935949,599.1935949,599.1935949,599.1935949,599.1935949,5991.935949
2021/5/2,628.5980267,628.5980267,628.5980267,628.5980267,628.5980267,628.5980267,628.5980267,628.5980267,628.5980267,628.5980267,6285.980267
2021/5/3,627.2142812,627.2142812,627.2142812,627.2142812,627.2142812,627.2142812,627.2142812,627.2142812,627.2142812,627.2142812,6272.142812
2021/5/4,600.517094,600.517094,600.517094,600.517094,600.517094,600.517094,600.517094,600.517094,600.517094,600.517094,6005.17094
2021/5/5,559.4508088,559.4508088,559.4508088,559.4508088,559.4508088,559.4508088,559.4508088,559.4508088,559.4508088,559.4508088,5594.508088
2021/5/6,519.0699871,519.0699871,519.0699871,519.0699871,519.0699871,519.0699871,519.0699871,519.0699871,519.0699871,519.0699871,5190.699871
2021/5/7,482.792974,482.792974,482.792974,482.792974,482.792974,482.792974,482.792974,482.792974,482.792974,482.792974,4827.92974
2021/5/8,447.8843243,447.8843243,447.8843243,447.8843243,447.8843243,447.8843243,447.8843243,447.8843243,447.8843243,447.8843243,4478.843243
2021/5/9,425.2922273,425.2922273,425.2922273,425.2922273,425.2922273,425.2922273,425.2922273,425.2922273,425.2922273,425.2922273,4252.922273
2021/5/10,417.0666646,417.0666646,417.0666646,417.0666646,417.0666646,417.0666646,417.0666646,417.0666646,417.0666646,417.0666646,4170.666646
2021/5/11,421.1576547,421.1576547,421.1576547,421.1576547,421.1576547,421.1576547,421.1576547,421.1576547,421.1576547,421.1576547,4211.576547
2021/5/12,425.2473629,425.2473629,425.2473629,425.2473629,425.2473629,425.2473629,425.2473629,425.2473629,425.2473629,425.2473629,4252.473629
2021/5/13,419.759809,419.759809,419.759809,419.759809,419.759809,419.759809,419.759809,419.759809,419.759809,419.759809,4197.59809
2021/5/14,393.7455216,393.7455216,393.7455216,393.7455216,393.7455216,393.7455216,393.7455216,393.7455216,393.7455216,393.7455216,3937.455216
2021/5/15,353.3646999,353.3646999,353.3646999,353.3646999,353.3646999,353.3646999,353.3646999,353.3646999,353.3646999,353.3646999,3533.646999
2021/5/16,312.9819555,312.9819555,312.9819555,312.9819555,312.9819555,312.9819555,312.9819555,312.9819555,312.9819555,312.9819555,3129.819555
2021/5/17,292.4411219,292.4411219,292.4411219,292.4411219,292.4411219,292.4411219,292.4411219,292.4411219,292.4411219,292.4411219,2924.411219
2021/5/18,286.9554907,286.9554907,286.9554907,286.9554907,286.9554907,286.9554907,286.9554907,286.9554907,286.9554907,286.9554907,2869.554907
2021/5/19,295.1502892,295.1502892,295.1502892,295.1502892,295.1502892,295.1502892,295.1502892,295.1502892,295.1502892,295.1502892,2951.502892
2021/5/20,296.5032706,296.5032706,296.5032706,296.5032706,296.5032706,296.5032706,296.5032706,296.5032706,296.5032706,296.5032706,2965.032706
2021/5/21,278.6991639,278.6991639,278.6991639,278.6991639,278.6991639,278.6991639,278.6991639,278.6991639,278.6991639,278.6991639,2786.991639
2021/5/22,248.581068,248.581068,248.581068,248.581068,248.581068,248.581068,248.581068,248.581068,248.581068,248.581068,2485.81068
2021/5/23,215.7249634,215.7249634,215.7249634,215.7249634,215.7249634,215.7249634,215.7249634,215.7249634,215.7249634,215.7249634,2157.249634
2021/5/24,194.5012299,194.5012299,194.5012299,194.5012299,194.5012299,194.5012299,194.5012299,194.5012299,194.5012299,194.5012299,1945.012299
2021/5/25,189.0123941,189.0123941,189.0123941,189.0123941,189.0123941,189.0123941,189.0123941,189.0123941,189.0123941,189.0123941,1890.123941
2021/5/26,193.7862841,193.7862841,193.7862841,193.7862841,193.7862841,193.7862841,193.7862841,193.7862841,193.7862841,193.7862841,1937.862841
2021/5/27,203.3507279,203.3507279,203.3507279,203.3507279,203.3507279,203.3507279,203.3507279,203.3507279,203.3507279,203.3507279,2033.507279
2021/5/28,197.8606102,197.8606102,197.8606102,197.8606102,197.8606102,197.8606102,197.8606102,197.8606102,197.8606102,197.8606102,1978.606102
2021/5/29,182.795794,182.795794,182.795794,182.795794,182.795794,182.795794,182.795794,182.795794,182.795794,182.795794,1827.95794
2021/5/30,164.3075056,164.3075056,164.3075056,164.3075056,164.3075056,164.3075056,164.3075056,164.3075056,164.3075056,164.3075056,1643.075056
2021/5/31,148.5572258,148.5572258,148.5572258,148.5572258,148.5572258,148.5572258,148.5572258,148.5572258,148.5572258,148.5572258,1485.572258
2021/6/1,143.06839,143.06839,143.06839,143.06839,143.06839,143.06839,143.06839,143.06839,143.06839,143.06839,1430.6839
2021/6/2,141.6859263,141.6859263,141.6859263,141.6859263,141.6859263,141.6859263,141.6859263,141.6859263,141.6859263,141.6859263,1416.859263
2021/6/3,145.7756345,145.7756345,145.7756345,145.7756345,145.7756345,145.7756345,145.7756345,145.7756345,145.7756345,145.7756345,1457.756345
2021/6/4,144.3912481,144.3912481,144.3912481,144.3912481,144.3912481,144.3912481,144.3912481,144.3912481,144.3912481,144.3912481,1443.912481
2021/6/5,134.115063,134.115063,134.115063,134.115063,134.115063,134.115063,134.115063,134.115063,134.115063,134.115063,1341.15063
2021/6/6,119.7318649,119.7318649,119.7318649,119.7318649,119.7318649,119.7318649,119.7318649,119.7318649,119.7318649,119.7318649,1197.318649
2021/6/7,113.5594882,113.5594882,113.5594882,113.5594882,113.5594882,113.5594882,113.5594882,113.5594882,113.5594882,113.5594882,1135.594882
2021/6/8,112.8605654,112.8605654,112.8605654,112.8605654,112.8605654,112.8605654,112.8605654,112.8605654,112.8605654,112.8605654,1128.605654
2021/6/9,115.583192,115.583192,115.583192,115.583192,115.583192,115.583192,115.583192,115.583192,115.583192,115.583192,1155.83192
2021/6/10,121.7260863,121.7260863,121.7260863,121.7260863,121.7260863,121.7260863,121.7260863,121.7260863,121.7260863,121.7260863,1217.260863
2021/6/11,125.8164355,125.8164355,125.8164355,125.8164355,125.8164355,125.8164355,125.8164355,125.8164355,125.8164355,125.8164355,1258.164355
2021/6/12,125.1168717,125.1168717,125.1168717,125.1168717,125.1168717,125.1168717,125.1168717,125.1168717,125.1168717,125.1168717,1251.168717
2021/6/13,125.1021305,125.1021305,125.1021305,125.1021305,125.1021305,125.1021305,125.1021305,125.1021305,125.1021305,125.1021305,1251.021305
2021/6/14,129.1924797,129.1924797,129.1924797,129.1924797,129.1924797,129.1924797,129.1924797,129.1924797,129.1924797,129.1924797,1291.924797
2021/6/15,134.6505514,134.6505514,134.6505514,134.6505514,134.6505514,134.6505514,134.6505514,134.6505514,134.6505514,134.6505514,1346.505514
2021/6/16,144.8991769,144.8991769,144.8991769,144.8991769,144.8991769,144.8991769,144.8991769,144.8991769,144.8991769,144.8991769,1448.991769
2021/6/17,151.0414303,151.0414303,151.0414303,151.0414303,151.0414303,151.0414303,151.0414303,151.0414303,151.0414303,151.0414303,1510.414303
2021/6/18,148.2893214,148.2893214,148.2893214,148.2893214,148.2893214,148.2893214,148.2893214,148.2893214,148.2893214,148.2893214,1482.893214
2021/6/19,139.3808588,139.3808588,139.3808588,139.3808588,139.3808588,139.3808588,139.3808588,139.3808588,139.3808588,139.3808588,1393.808588
2021/6/20,131.155937,131.155937,131.155937,131.155937,131.155937,131.155937,131.155937,131.155937,131.155937,131.155937,1311.55937
2021/6/21,124.9829195,124.9829195,124.9829195,124.9829195,124.9829195,124.9829195,124.9829195,124.9829195,124.9829195,124.9829195,1249.829195
2021/6/22,129.0726277,129.0726277,129.0726277,129.0726277,129.0726277,129.0726277,129.0726277,129.0726277,129.0726277,129.0726277,1290.726277
2021/6/23,142.7428028,142.7428028,142.7428028,142.7428028,142.7428028,142.7428028,142.7428028,142.7428028,142.7428028,142.7428028,1427.428028
2021/6/24,155.7275143,155.7275143,155.7275143,155.7275143,155.7275143,155.7275143,155.7275143,155.7275143,155.7275143,155.7275143,1557.275143
2021/6/25,164.6071355,164.6071355,164.6071355,164.6071355,164.6071355,164.6071355,164.6071355,164.6071355,164.6071355,164.6071355,1646.071355
2021/6/26,163.22339,163.22339,163.22339,163.22339,163.22339,163.22339,163.22339,163.22339,163.22339,163.22339,1632.2339
2021/6/27,159.7870993,159.7870993,159.7870993,159.7870993,159.7870993,159.7870993,159.7870993,159.7870993,159.7870993,159.7870993,1597.870993
2021/6/28,161.1407216,161.1407216,161.1407216,161.1407216,161.1407216,161.1407216,161.1407216,161.1407216,161.1407216,161.1407216,1611.407216
2021/6/29,172.0741698,172.0741698,172.0741698,172.0741698,172.0741698,172.0741698,172.0741698,172.0741698,172.0741698,172.0741698,1720.741698
2021/6/30,189.8468715,189.8468715,189.8468715,189.8468715,189.8468715,189.8468715,189.8468715,189.8468715,189.8468715,189.8468715,1898.468715
2021/7/1,209.6740411,209.6740411,209.6740411,209.6740411,209.6740411,209.6740411,209.6740411,209.6740411,209.6740411,209.6740411,2096.740411
2021/7/2,224.027116,224.027116,224.027116,224.027116,224.027116,224.027116,224.027116,224.027116,224.027116,224.027116,2240.27116
