date,a0009,a1019,a2029,a3039,a4049,a5059,a6069,a7079,a8089,a90,cases
2021/7/1,215.7,215.7,215.7,215.7,215.7,215.7,215.7,215.7,215.7,215.7,2157
2021/7/2,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,2279
2021/7/3,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,227.9,2279
2021/7/4,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,230.9,2309
2021/7/5,243.1,243.1,243.1,243.1,243.1,243.1,243.1,243.1,243.1,243.1,2431
2021/7/6,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,267.4,2674
2021/7/7,310,310,310,310,310,310,310,310,310,310,3100
2021/7/8,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,346.5,3465
2021/7/9,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,3648
2021/7/10,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,3678
2021/7/11,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,3648
2021/7/12,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,3648
2021/7/13,383,383,383,383,383,383,383,383,383,383,3830
2021/7/14,431.7,431.7,431.7,431.7,431.7,431.7,431.7,431.7,431.7,431.7,4317
2021/7/15,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,492.5,4925
2021/7/16,544.3,544.3,544.3,544.3,544.3,544.3,544.3,544.3,544.3,544.3,5443
2021/7/17,589.9,589.9,589.9,589.9,589.9,589.9,589.9,589.9,589.9,589.9,5899
2021/7/18,655.3,655.3,655.3,655.3,655.3,655.3,655.3,655.3,655.3,655.3,6553
2021/7/19,767.9,767.9,767.9,767.9,767.9,767.9,767.9,767.9,767.9,767.9,7679
2021/7/20,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,930.6,9306
2021/7/21,1116.2,1116.2,1116.2,1116.2,1116.2,1116.2,1116.2,1116.2,1116.2,1116.2,11162
2021/7/22,1259.2,1259.2,1259.2,1259.2,1259.2,1259.2,1259.2,1259.2,1259.2,1259.2,12592
2021/7/23,1310.9,1310.9,1310.9,1310.9,1310.9,1310.9,1310.9,1310.9,1310.9,1310.9,13109
2021/7/24,1269.9,1269.9,1269.9,1269.9,1269.9,1269.9,1269.9,1269.9,1269.9,1269.9,12699
2021/7/25,1210.5,1210.5,1210.5,1210.5,1210.5,1210.5,1210.5,1210.5,1210.5,1210.5,12105
2021/7/26,1201.4,1201.4,1201.4,1201.4,1201.4,1201.4,1201.4,1201.4,1201.4,1201.4,12014
2021/7/27,1265.3,1265.3,1265.3,1265.3,1265.3,1265.3,1265.3,1265.3,1265.3,1265.3,12653
2021/7/28,1394.6,1394.6,1394.6,1394.6,1394.6,1394.6,1394.6,1394.6,1394.6,1394.6,13946
2021/7/29,1517.8,1517.8,1517.8,1517.8,1517.8,1517.8,1517.8,1517.8,1517.8,1517.8,15178
2021/7/30,1557.3,1557.3,1557.3,1557.3,1557.3,1557.3,1557.3,1557.3,1557.3,1557.3,15573
2021/7/31,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533,15330
2021/8/1,1449.3,1449.3,1449.3,1449.3,1449.3,1449.3,1449.3,1449.3,1449.3,1449.3,14493
2021/8/2,1429.6,1429.6,1429.6,1429.6,1429.6,1429.6,1429.6,1429.6,1429.6,1429.6,14296
2021/8/3,1484.3,1484.3,1484.3,1484.3,1484.3,1484.3,1484.3,1484.3,1484.3,1484.3,14843
2021/8/4,1627.3,1627.3,1627.3,1627.3,1627.3,1627.3,1627.3,1627.3,1627.3,1627.3,16273
2021/8/5,1800.7,1800.7,1800.7,1800.7,1800.7,1800.7,1800.7,1800.7,1800.7,1800.7,18007
2021/8/6,1925.5,1925.5,1925.5,1925.5,1925.5,1925.5,1925.5,1925.5,1925.5,1925.5,19255
2021/8/7,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,19650
2021/8/8,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,19650
2021/8/9,1968.1,1968.1,1968.1,1968.1,1968.1,1968.1,1968.1,1968.1,1968.1,1968.1,19681
2021/8/10,2083.7,2083.7,2083.7,2083.7,2083.7,2083.7,2083.7,2083.7,2083.7,2083.7,20837
2021/8/11,2272.3,2272.3,2272.3,2272.3,2272.3,2272.3,2272.3,2272.3,2272.3,2272.3,22723
2021/8/12,2430.5,2430.5,2430.5,2430.5,2430.5,2430.5,2430.5,2430.5,2430.5,2430.5,24305
2021/8/13,2451.4,2451.4,2451.4,2451.4,2451.4,2451.4,2451.4,2451.4,2451.4,2451.4,24514
2021/8/14,2328.6,2328.6,2328.6,2328.6,2328.6,2328.6,2328.6,2328.6,2328.6,2328.6,23286
2021/8/15,2114.1,2114.1,2114.1,2114.1,2114.1,2114.1,2114.1,2114.1,2114.1,2114.1,21141
2021/8/16,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,19452
2021/8/17,1890.5,1890.5,1890.5,1890.5,1890.5,1890.5,1890.5,1890.5,1890.5,1890.5,18905
2021/8/18,1896.6,1896.6,1896.6,1896.6,1896.6,1896.6,1896.6,1896.6,1896.6,1896.6,18966
2021/8/19,1910.3,1910.3,1910.3,1910.3,1910.3,1910.3,1910.3,1910.3,1910.3,1910.3,19103
2021/8/20,1867.7,1867.7,1867.7,1867.7,1867.7,1867.7,1867.7,1867.7,1867.7,1867.7,18677
2021/8/21,1733.8,1733.8,1733.8,1733.8,1733.8,1733.8,1733.8,1733.8,1733.8,1733.8,17338
2021/8/22,1558.9,1558.9,1558.9,1558.9,1558.9,1558.9,1558.9,1558.9,1558.9,1558.9,15589
2021/8/23,1399.1,1399.1,1399.1,1399.1,1399.1,1399.1,1399.1,1399.1,1399.1,1399.1,13991
2021/8/24,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,1298.8,12988
2021/8/25,1231.8,1231.8,1231.8,1231.8,1231.8,1231.8,1231.8,1231.8,1231.8,1231.8,12318
2021/8/26,1169.5,1169.5,1169.5,1169.5,1169.5,1169.5,1169.5,1169.5,1169.5,1169.5,11695
2021/8/27,1079.7,1079.7,1079.7,1079.7,1079.7,1079.7,1079.7,1079.7,1079.7,1079.7,10797
2021/8/28,958,958,958,958,958,958,958,958,958,958,9580
2021/8/29,836.3,836.3,836.3,836.3,836.3,836.3,836.3,836.3,836.3,836.3,8363
2021/8/30,745.1,745.1,745.1,745.1,745.1,745.1,745.1,745.1,745.1,745.1,7451
2021/8/31,690.3,690.3,690.3,690.3,690.3,690.3,690.3,690.3,690.3,690.3,6903
2021/9/1,669,669,669,669,669,669,669,669,669,669,6690
2021/9/2,647.7,647.7,647.7,647.7,647.7,647.7,647.7,647.7,647.7,647.7,6477
2021/9/3,608.2,608.2,608.2,608.2,608.2,608.2,608.2,608.2,608.2,608.2,6082
2021/9/4,547.3,547.3,547.3,547.3,547.3,547.3,547.3,547.3,547.3,547.3,5473
2021/9/5,468.2,468.2,468.2,468.2,468.2,468.2,468.2,468.2,468.2,468.2,4682
2021/9/6,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,413.4,4134
2021/9/7,386.1,386.1,386.1,386.1,386.1,386.1,386.1,386.1,386.1,386.1,3861
2021/9/8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,364.8,3648
2021/9/9,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,343.5,3435
2021/9/10,303.9,303.9,303.9,303.9,303.9,303.9,303.9,303.9,303.9,303.9,3039
2021/9/11,261.3,261.3,261.3,261.3,261.3,261.3,261.3,261.3,261.3,261.3,2613
2021/9/12,221.8,221.8,221.8,221.8,221.8,221.8,221.8,221.8,221.8,221.8,2218
2021/9/13,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,191.4,1914
2021/9/14,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,176.1,1761
2021/9/15,170.1,170.1,170.1,170.1,170.1,170.1,170.1,170.1,170.1,170.1,1701
2021/9/16,170.1,170.1,170.1,170.1,170.1,170.1,170.1,170.1,170.1,170.1,1701
2021/9/17,167,167,167,167,167,167,167,167,167,167,1670
2021/9/18,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,157.9,1579
2021/9/19,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,142.7,1427
2021/9/20,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,130.5,1305
2021/9/21,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,118.3,1183
2021/9/22,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,109.2,1092
2021/9/23,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,1001
2021/9/24,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,925
2021/9/25,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,84.9,849
2021/9/26,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,758
2021/9/27,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,666
2021/9/28,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,71.2,712
2021/9/29,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,75.8,758
2021/9/30,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,727
2021/10/1,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,697
2021/10/2,56,56,56,56,56,56,56,56,56,56,560
2021/10/3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,423
2021/10/4,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,39.2,392
2021/10/5,42.2,42.2,42.2,42.2,42.2,42.2,42.2,42.2,42.2,42.2,422
2021/10/6,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,453
2021/10/7,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4,484
2021/10/8,51.4,51.4,51.4,51.4,51.4,51.4,51.4,51.4,51.4,51.4,514
2021/10/9,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,42.3,423
2021/10/10,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,331
2021/10/11,24,24,24,24,24,24,24,24,24,24,240
2021/10/12,21,21,21,21,21,21,21,21,21,21,210
2021/10/13,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,179
2021/10/14,21,21,21,21,21,21,21,21,21,21,210
2021/10/15,24,24,24,24,24,24,24,24,24,24,240
2021/10/16,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,271
2021/10/17,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,301
2021/10/18,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,332
2021/10/19,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,332
2021/10/20,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,332
2021/10/21,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,332
2021/10/22,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,332
2021/10/23,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,328
2021/10/24,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,324
2021/10/25,32,32,32,32,32,32,32,32,32,32,320
2021/10/26,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,316
2021/10/27,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2,312
2021/10/28,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,309
2021/10/29,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,305
2021/10/30,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,301
2021/10/31,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,29.7,297
2021/11/1,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,29.3,293
2021/11/2,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,289
2021/11/3,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,285
2021/11/4,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,281
2021/11/5,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,277
2021/11/6,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,273
2021/11/7,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,269
2021/11/8,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,266
2021/11/9,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,262
2021/11/10,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,258
2021/11/11,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,254
2021/11/12,25,25,25,25,25,25,25,25,25,25,250
2021/11/13,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,246
2021/11/14,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,242
2021/11/15,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,238
2021/11/16,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,234
2021/11/17,23,23,23,23,23,23,23,23,23,23,230
2021/11/18,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,226
2021/11/19,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,223
2021/11/20,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,219
2021/11/21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,215
2021/11/22,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,211
2021/11/23,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,207
2021/11/24,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,203
2021/11/25,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,199
2021/11/26,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,195
2021/11/27,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,191
2021/11/28,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,187
2021/11/29,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,183
2021/11/30,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,179
